,popular
23350,1
106394,1
101629,0
111710,1
43542,0
41142,0
6144,0
55812,1
69571,0
5851,1
26703,1
62912,1
75617,0
112908,1
94112,1
100516,1
90719,0
98789,0
41544,0
93525,0
79788,0
11953,1
25803,1
69625,0
9703,1
60017,1
44475,1
59260,0
34303,1
73397,0
38763,0
39403,1
82838,0
55385,1
18350,1
82189,0
32341,1
62461,1
6271,0
47770,1
104949,0
5173,1
35388,1
73450,0
27230,0
58299,1
99502,1
28626,1
107916,1
106451,1
54899,0
18749,0
65651,1
51102,1
10620,0
27658,1
2855,1
110051,1
58409,1
15516,1
70647,1
15915,1
47384,1
51362,1
54869,0
23541,0
14928,0
1728,0
13272,0
36687,0
79607,1
44874,0
14085,1
44207,1
54476,0
69250,0
78956,0
35548,1
100849,0
93354,0
28634,1
14643,0
101550,1
33517,1
6599,0
69347,0
112747,1
109948,0
5467,1
66972,0
27101,1
16853,0
11757,1
84943,0
12028,1
77970,1
26956,0
3462,1
8604,1
2744,1
34973,1
110562,1
25172,0
80496,1
37538,1
104819,1
72436,0
59171,0
48182,0
10756,0
37369,1
105604,0
108126,0
62580,1
30299,0
93016,0
72726,0
95754,0
112695,1
6200,0
93970,0
4028,1
52016,1
72563,1
21391,0
25911,0
19102,0
11717,1
79779,1
78947,0
31888,1
69324,1
106563,1
20938,0
95710,0
48684,0
10754,0
3526,0
920,1
13703,0
71916,1
27183,0
5973,0
1667,0
61649,0
39918,0
81098,1
106223,1
107474,1
3974,0
54426,0
111512,1
40962,1
54204,1
19165,0
101159,0
41946,0
4822,0
48968,0
24858,0
100827,0
10066,1
73328,1
26052,1
17616,1
93976,0
5735,1
17108,1
55867,1
50421,0
113399,1
4217,0
23442,1
33291,1
43883,0
85051,1
98592,0
104389,0
15810,1
47434,1
75783,0
23613,1
33135,1
73714,0
49107,1
113816,1
60910,1
13364,0
54974,0
1057,1
79844,1
76167,0
65894,1
76172,0
54024,0
36247,0
5485,1
73297,0
65566,1
80948,1
98124,1
1109,0
15889,1
52433,0
48677,0
106354,1
23244,0
104941,0
21581,0
18768,0
78804,0
7520,0
82755,0
4047,0
32412,1
18411,0
48317,1
2683,1
113475,0
93932,0
7307,0
44198,0
69828,0
109551,1
14858,1
61061,1
6797,0
69950,1
34918,0
59824,0
105783,0
108679,0
28142,1
62142,0
72787,0
107841,0
28181,1
96135,1
26154,1
100781,0
82028,0
79134,1
42165,0
105508,0
25868,0
69071,1
67347,0
18715,0
1340,0
50723,0
58285,0
70074,1
11811,1
76958,1
36800,1
112606,1
80408,1
70475,0
76105,1
79386,1
54511,0
113888,1
106662,1
46030,0
23835,1
67552,1
36446,1
36281,1
7866,0
12123,1
15546,1
109847,0
105625,0
36039,0
74759,1
82304,1
22341,0
60955,1
40771,1
7432,0
51185,0
54225,0
66899,0
38564,0
82439,0
83172,1
108732,0
24769,0
96744,1
56851,1
1541,0
41898,0
54308,0
45419,0
43595,0
10086,0
58373,0
25344,0
47900,0
85711,1
13672,0
16550,0
58419,0
113971,0
69128,1
65336,1
41413,1
353,1
85203,1
45890,0
56354,1
65032,1
7925,0
74927,1
7447,0
69296,0
104289,0
15648,1
62308,1
93545,0
46602,0
48737,0
93456,0
13302,1
26351,0
42940,0
83406,1
82673,0
14369,1
4836,1
85563,1
15132,1
30977,1
52490,0
92878,0
83977,1
15647,1
22779,0
61442,0
69740,0
87010,1
108149,0
78943,0
62338,1
63647,1
59036,0
77803,1
19823,1
20378,1
11325,0
84979,0
11094,0
46914,0
49825,0
37434,0
9158,1
16966,0
35872,1
55454,1
66030,0
68988,1
96699,1
7871,0
42759,0
17176,1
7920,0
4619,1
42612,0
77240,1
101964,0
11541,1
75554,1
107496,0
70489,1
108178,0
70505,1
54102,0
47930,0
54399,0
24626,0
94814,0
13765,0
27024,1
47984,0
112607,1
32249,1
67658,0
84215,1
21503,1
28825,1
38792,0
50462,0
66490,0
107901,0
72836,0
6423,0
72168,1
42984,0
32325,1
48643,0
101156,0
79718,1
95357,0
82994,0
13393,0
55035,1
10598,0
54728,0
27809,1
49875,0
107634,1
82996,0
70410,1
15433,1
111268,1
33740,1
84596,0
58976,0
43065,1
85787,1
44946,0
16897,0
63909,0
60413,0
21707,1
27866,0
66577,0
58847,0
38192,1
82664,0
27788,0
51969,0
21989,0
113905,0
59402,0
98279,0
42332,0
109125,1
52350,1
105511,0
1550,0
108438,0
82410,1
20959,1
73467,1
44862,1
112902,1
41025,1
8881,0
16126,0
76587,0
69847,0
80284,1
83799,0
45633,0
21512,0
64633,0
35743,1
84674,1
32111,1
48672,0
44687,0
86556,1
31103,1
64747,1
25929,0
38142,0
43225,0
63347,1
72584,1
33565,1
28018,1
10005,1
67474,0
50063,0
26940,0
76593,0
113495,0
54631,0
48713,0
70337,1
62793,1
101716,1
26163,0
76710,0
18528,0
51382,0
45706,1
14489,0
9049,1
33455,1
93798,0
99707,0
59101,0
63918,1
112922,1
74350,1
50486,0
18798,0
15853,1
12627,1
6034,0
113562,1
32355,1
66875,0
41496,0
83282,1
11060,1
80643,1
59931,0
59619,0
45047,1
100570,1
17600,1
112578,1
97674,1
85210,1
8454,1
87932,1
52494,0
12794,0
46123,0
23304,1
11843,0
80107,1
13479,0
18478,0
19602,1
83659,0
70646,0
15513,1
13070,0
49210,1
50282,0
42994,0
52553,0
51076,1
39542,0
68600,1
4613,1
80319,1
23846,1
48805,0
85966,1
24831,0
26182,0
34333,1
106912,1
45833,1
38238,1
79153,1
24408,0
19305,1
95057,1
2547,1
80085,1
17083,1
69960,0
111163,1
76402,1
33165,1
23414,1
100144,0
73630,1
47870,1
83688,1
72966,1
4435,1
52156,0
39169,1
47078,0
66796,0
32873,1
83734,1
8004,1
27067,1
12673,0
107461,1
98148,0
56397,0
32364,1
28076,1
22411,1
104855,0
63886,0
5144,0
11496,1
5919,1
108598,0
62202,1
101707,0
62738,1
110926,0
56957,1
78459,0
93972,0
106107,1
28759,1
99112,1
60976,0
45640,0
76415,1
13643,0
83193,0
32884,1
54501,0
5556,1
110373,1
45641,0
107956,1
56443,0
61448,0
81009,1
42261,0
20892,0
7344,0
58347,0
38085,1
23834,1
16889,0
16380,0
69690,0
20842,0
51361,1
108439,0
50828,0
50173,0
4275,1
105268,0
5432,1
113685,1
10794,0
99981,1
41124,0
28224,1
91365,1
90332,1
6041,0
105831,0
90493,0
44383,1
32876,1
12154,1
113795,0
28891,0
65179,1
105349,0
36675,0
4499,0
95199,1
70934,0
97244,1
17615,0
31366,0
9948,1
63878,0
28446,0
13761,0
44630,1
100566,1
49382,0
94622,1
98241,0
77966,1
90343,1
59007,0
71829,1
83174,1
26620,0
101277,1
4055,1
16990,0
106929,1
95234,0
25305,1
65402,1
9898,1
28585,0
44395,1
5864,1
74648,1
40769,1
37796,1
6272,0
55296,1
7513,0
59449,0
25494,1
4734,1
18787,0
54410,0
58962,0
74386,1
63597,1
5552,1
7490,0
21502,0
16728,0
7471,0
62480,1
105002,1
111262,1
41335,0
45221,1
100441,1
30850,1
93878,0
61269,0
87534,1
60986,0
90282,1
35558,1
42258,0
96035,1
104254,1
16357,1
1017,1
24512,0
38970,1
25214,1
98770,0
82968,0
10296,0
70902,1
68732,1
44495,0
59092,0
75447,0
1330,0
66793,0
20683,0
72816,1
85813,1
79842,0
83906,1
105572,0
23225,1
54108,1
113279,1
72284,0
12804,0
95920,0
25488,1
101722,0
30902,1
95291,0
5788,1
61944,0
22620,0
101109,0
39938,1
86969,1
18165,0
33169,1
106481,1
14107,1
111634,0
93692,0
18587,0
93543,0
14963,0
38255,1
167,1
49546,0
70840,0
38612,1
5292,1
15071,1
111244,0
7729,0
63876,0
312,1
10585,0
101012,0
97775,1
18505,0
54116,1
38411,1
106079,1
44863,1
36285,1
83510,1
80699,1
103879,0
98061,1
11933,1
23050,1
93999,0
15923,1
78589,0
45601,1
50322,0
34672,1
49394,0
46053,1
75933,0
73759,1
76436,0
4616,1
39769,1
107810,1
82172,0
35854,1
106130,1
111196,0
96003,1
50765,1
33222,1
34082,1
97699,1
36147,0
39392,0
33227,1
33058,1
34926,0
36885,0
101249,1
24608,0
1743,0
23253,1
100989,0
52531,0
44409,1
46761,0
35488,1
11950,1
8674,1
110587,1
17111,1
6080,0
42651,0
12112,1
98021,0
108671,0
80914,1
32947,0
24937,0
52634,0
63637,0
85869,0
41213,0
77376,1
52268,0
4599,0
9582,1
27993,0
113533,0
50234,0
113942,0
1982,0
55997,1
21611,1
6826,0
7387,0
104195,1
8919,1
72789,0
71207,1
47622,1
59475,0
41859,1
7988,0
92339,0
101962,1
81129,0
80113,1
12445,1
78980,0
105879,0
18811,0
106621,1
97212,1
42348,0
18624,0
49388,0
54363,0
75711,1
99321,0
50832,0
15111,1
16658,1
13154,0
40798,1
257,1
112144,1
20681,0
49475,0
52055,1
6800,1
43274,0
46262,0
22912,0
54798,0
78429,0
51443,0
62844,1
48433,0
52907,0
66345,0
30525,1
34091,0
75064,1
73676,1
1572,0
23645,0
14885,0
14346,1
105198,0
62014,1
27294,0
69350,0
51609,1
26519,0
61744,0
7155,0
61556,0
10235,0
80219,1
27039,1
6371,0
75290,0
19409,0
44425,1
78890,0
80104,1
70376,1
52540,0
11599,1
1755,0
75762,0
65925,1
103169,0
32369,1
11605,1
33654,1
40536,1
6855,1
24167,0
43728,1
73563,0
90192,1
111540,0
52693,0
23929,1
99418,1
110462,1
54362,0
56113,1
55047,0
9863,1
6661,1
90952,1
43572,1
77541,1
26494,0
28467,1
104374,0
16750,0
78594,0
79613,1
105438,0
109470,1
963,0
48820,0
16552,0
6430,0
14689,1
38704,1
20487,0
66513,0
10985,0
96651,0
82241,0
24282,0
38933,0
51348,1
59632,0
9100,1
24038,0
40615,1
6180,0
50694,0
5574,1
92638,0
6593,0
113704,1
9443,1
72896,0
24515,0
70572,1
34952,0
50442,0
110794,1
40909,1
104318,0
65228,1
100657,1
106257,0
107801,0
18645,0
36974,0
8517,1
49352,1
6919,0
28608,1
82991,0
38863,0
112156,1
9811,1
75707,0
44920,0
110627,1
5038,1
61436,0
23463,1
24152,1
6458,0
87827,1
11908,1
98094,1
67810,1
48427,0
75056,1
7137,0
65803,1
36396,1
76356,0
74828,1
96986,1
66427,0
49806,0
63880,0
69186,1
44249,1
36491,0
14752,1
61779,0
48571,0
99603,1
32983,1
40877,1
35197,1
22310,0
21487,1
105356,0
66062,0
32898,0
105065,1
94728,1
85971,1
9154,1
8758,1
105820,0
36336,1
107605,1
94069,1
52173,0
41275,0
73163,1
40790,1
18373,0
72481,1
43915,1
13835,0
72898,0
59037,0
107186,0
33635,1
97662,1
87769,1
4179,1
43696,0
97883,1
75190,0
10889,0
97338,1
5878,1
28210,1
83533,1
106849,1
55262,1
66657,0
92872,1
37419,1
98784,0
49458,0
24581,0
99086,1
41410,1
48010,0
94841,1
67482,0
34850,0
53314,1
74611,1
65307,1
32138,0
62393,0
95348,0
113077,1
63873,0
50715,0
92628,0
94048,1
110219,1
33842,1
83524,1
43520,1
30872,0
1936,0
91124,0
27864,0
54543,0
94660,1
112223,1
68708,1
80746,1
19921,1
95369,0
97569,1
32986,1
51380,0
2685,0
37880,1
69134,1
106321,0
77591,1
69316,1
69289,0
37963,1
33788,1
34963,0
14153,0
76379,0
58495,0
80147,1
73535,0
50601,0
10159,0
16531,0
4336,1
77261,1
59461,0
88501,1
28622,1
44467,1
38861,1
9090,1
33822,1
91530,0
163,1
24418,0
45184,0
35913,1
75269,1
35807,1
7226,0
35465,1
106407,1
76564,1
50344,0
46046,0
38602,1
2654,1
21556,1
47499,1
9859,1
37661,1
93722,0
85996,1
94898,1
69924,0
74525,1
41567,0
97627,1
47671,1
43211,1
8717,0
16704,0
11179,1
82799,0
43879,1
69526,0
9097,0
111854,1
98293,0
73761,1
23746,0
104129,0
26013,1
70757,1
104272,1
45871,0
34854,0
5236,0
73278,1
110604,1
17341,0
59478,0
67809,1
97972,1
82801,0
100949,0
42371,0
2994,1
40726,1
105669,0
30374,0
79853,1
26287,0
27128,0
18204,0
14936,0
75330,0
41470,0
4641,0
93786,0
113478,1
87455,1
67094,0
101304,1
56787,1
110482,0
82097,0
26739,0
34043,1
86811,1
29946,0
92913,0
78840,0
5714,1
31584,0
106508,1
37701,1
105788,0
2317,0
48487,0
4419,1
113933,0
95510,0
8804,1
15309,1
19188,0
95724,0
39316,0
35616,1
2945,1
58765,0
43727,1
54887,0
70330,1
93552,0
33412,1
111378,1
36668,0
48828,0
97495,1
59253,0
87625,1
1006,1
93581,0
23693,1
28392,1
76985,0
71604,1
48860,1
40320,1
74681,1
61221,0
101910,1
16682,0
18782,0
66819,0
41136,0
101208,1
92944,0
77931,1
113802,1
14238,0
5944,0
42016,0
104558,0
54595,0
112616,1
15886,1
13696,0
25763,1
10583,0
100613,1
82511,0
12594,0
12432,0
67800,1
108269,0
82937,0
36887,0
38718,1
36728,0
77281,1
58503,1
80390,1
77108,1
52511,1
100329,1
58492,0
95842,0
42859,0
23941,0
39895,1
7894,0
105639,0
23363,1
58059,1
22915,0
24989,0
108047,0
13008,0
30520,1
11476,1
11023,0
48381,0
69502,0
82618,0
60351,1
4410,1
81405,1
21124,0
61258,0
15018,1
101674,0
112824,1
24089,0
44626,1
48934,0
112434,1
70236,1
107913,1
15806,1
21927,0
66134,0
2966,1
44522,1
25886,0
58104,1
41831,0
35531,1
18400,1
8545,1
108599,0
74012,1
79052,1
41887,0
28943,0
1018,1
12914,1
31120,1
672,1
8973,0
54047,0
99985,1
6574,0
112638,1
69813,0
18042,0
69256,0
40661,1
22483,0
50161,0
6702,1
81461,1
79388,1
93941,0
15994,1
1194,0
43276,0
46471,0
16171,0
74995,1
19569,0
58795,0
273,1
15468,1
15731,1
16373,0
93092,0
34922,1
100669,0
97429,1
6124,0
45721,0
84439,0
87665,1
31062,1
113168,1
26712,0
48601,1
18843,0
47412,1
2943,0
99732,0
18437,0
95267,0
22568,0
50104,0
85483,1
23790,0
27776,0
14969,0
9153,1
26625,1
72764,1
68612,1
62864,1
2297,0
97600,1
43834,1
54776,0
42556,0
96969,1
48716,0
93859,0
98807,1
108636,0
63890,0
98251,1
47493,1
8719,1
108344,0
72187,1
85513,1
27428,0
693,0
97839,1
61827,0
36893,0
7526,0
107331,1
112722,1
7024,1
65086,1
56889,0
16418,1
4837,1
4369,1
70219,1
7038,0
40897,1
2134,0
111848,0
69163,1
27233,0
50948,0
42684,0
669,1
64556,0
19221,0
25263,1
98169,1
45708,0
44807,1
93052,0
552,1
41007,1
49422,0
70574,0
5821,1
29949,1
32257,1
9840,1
21600,1
61682,0
44286,1
42295,0
1246,0
55065,1
104631,0
22585,1
62330,1
51330,1
99425,1
12103,1
105957,0
71355,1
1400,1
26233,0
61066,0
38379,0
93861,0
36992,0
54812,0
83776,1
4143,0
5281,1
54398,0
23349,0
108219,0
14725,1
109571,1
75360,0
108533,0
40463,1
11107,1
113474,1
69151,1
34815,0
54248,0
113579,0
103966,1
26464,0
77685,1
73545,0
101471,0
36981,0
85546,1
12535,0
27058,1
14124,0
58297,0
4002,1
28291,0
19066,0
51096,1
853,1
16437,0
12319,1
72456,1
111581,0
101190,0
76800,1
93573,0
93410,0
6372,0
82797,0
106762,0
25547,0
111305,1
40758,1
10824,0
5422,1
9463,1
99768,1
42277,0
933,0
28928,0
21881,0
4370,1
29879,1
75534,0
90874,0
95853,0
4566,1
75864,0
22802,1
10321,0
36257,1
28757,1
66227,0
58215,1
16148,0
57415,1
73605,1
73464,1
36104,1
21100,1
33429,1
75455,1
77766,1
15212,1
18617,0
6511,0
77342,0
5398,1
6622,0
61958,0
54741,0
68711,1
108309,0
44754,1
30603,1
32552,1
112985,1
47891,1
49288,0
47782,1
103811,1
14907,1
87277,1
27827,0
80606,1
13431,0
37799,1
55297,1
19551,1
27917,0
14477,0
77412,1
4851,1
61498,0
55080,1
106779,1
101484,0
10496,0
65892,1
106295,1
50544,0
3055,0
80569,1
101568,1
24495,0
76165,0
33469,1
5022,1
63938,0
95926,0
80450,1
51715,1
9922,1
83268,0
69441,0
7561,0
12303,1
18355,0
13187,0
43743,0
12778,0
70681,1
72233,0
7877,0
103350,0
54144,0
27507,0
113346,1
27118,0
47531,1
6957,0
20764,1
109583,1
112709,1
78782,0
106334,1
11305,1
21626,1
12485,1
32269,1
66001,1
55976,1
90780,0
2842,1
25993,0
99052,1
23492,0
58717,1
44618,1
112167,1
25687,0
28661,1
19934,1
11537,1
101349,1
10656,0
24041,0
77728,1
32905,1
18501,1
108559,0
43673,1
113724,1
55260,1
74585,1
32866,1
15187,1
73662,0
75810,1
82614,0
12440,1
69673,0
16266,0
2871,1
2872,1
10089,0
25641,0
105869,0
34686,0
25416,1
80927,1
108004,0
73586,0
36650,1
24917,0
100818,1
35049,1
82235,0
46002,1
25043,1
18830,0
47691,1
36756,1
58966,0
13927,0
36786,0
33716,1
74765,1
19962,0
23283,1
11523,1
113591,0
42232,0
41591,0
59651,0
10418,0
65137,1
17240,0
62958,1
12415,1
90879,0
44757,1
75735,0
47902,1
108799,0
6667,0
58351,1
45883,0
54889,0
107307,1
29922,1
36157,1
46016,0
80618,1
72513,1
70609,1
66691,0
12217,1
51906,1
103640,0
8101,0
7695,0
33897,0
14626,0
43470,1
103909,1
10076,1
16619,0
63569,1
96468,1
83657,1
47883,1
28782,0
69272,0
75653,1
16235,0
78348,0
107832,0
41337,0
100476,1
23958,1
16867,0
66099,0
22196,0
53471,1
73221,1
47623,1
101623,0
28302,1
112645,1
84535,1
2079,0
46468,0
35081,1
25839,0
42418,0
93094,0
90906,1
54199,0
55962,1
54017,0
78922,0
113890,1
49228,0
38845,0
76574,1
7023,0
12730,0
81086,1
48452,1
79988,0
45964,1
10495,0
6710,0
48060,1
100741,1
17550,1
6151,1
73174,1
4713,1
7261,0
83919,1
79433,1
51469,1
8287,0
111318,0
84150,1
33697,1
70802,1
55129,1
97137,1
33520,1
76425,0
60920,0
3588,0
91708,0
16489,0
79907,1
22468,1
100160,1
11324,0
56557,1
27098,0
96531,1
2355,1
96955,1
11039,0
104969,1
98830,0
98286,0
47010,1
43447,0
40354,1
94287,1
16803,0
92691,0
101014,0
52605,0
1576,0
58381,0
11776,1
104692,1
77243,1
69298,0
18149,0
23925,1
41493,0
16378,0
105078,1
56637,0
27703,1
44759,0
46627,0
75156,1
24689,0
22359,1
52007,1
46395,0
73667,1
4659,1
51005,1
43640,0
110876,0
108332,0
112496,1
77387,1
54777,0
16739,0
62951,1
80083,1
67458,0
73556,1
70020,1
45404,1
69270,0
49125,0
34250,1
60604,0
5280,1
4768,0
13144,0
51039,1
15784,1
74497,1
111761,1
94891,1
64564,1
1754,0
25520,1
96936,1
70949,1
76100,1
38458,1
85696,1
95059,0
45704,1
36684,0
98619,1
12567,0
56207,1
25786,0
62780,1
111885,0
101880,0
99610,1
36204,1
6745,0
72645,0
37465,1
14573,0
82787,0
83296,1
14460,1
107777,0
19674,0
16632,1
58590,0
59286,0
113530,1
24452,0
47761,1
80272,1
54736,0
48055,1
61302,0
36217,1
93612,0
85767,1
56893,0
39548,0
37964,1
54563,0
44586,1
12656,0
33483,1
30772,1
106007,1
8568,1
18276,0
22273,0
27063,1
9862,0
112583,1
46021,0
75135,1
32375,1
14257,1
15294,1
64476,0
46287,0
13004,1
101757,1
25364,1
46441,0
49318,0
111551,1
62930,1
98096,1
65874,1
15568,1
27909,1
99619,1
75025,0
25183,0
92,0
81170,1
10409,1
77853,1
7505,0
112743,1
98157,1
96916,1
107336,1
17024,1
73321,1
110894,0
110615,1
113169,1
62667,1
19930,1
23005,1
19312,0
20259,1
1249,0
23503,0
2950,1
48779,0
80855,1
27370,0
58578,0
33915,1
90552,1
110852,0
19158,0
111475,1
101901,1
72507,1
68864,1
4182,1
73413,0
10404,1
17701,1
9981,1
35326,1
90475,0
12822,0
22234,1
8467,1
41468,0
68681,0
97063,1
18436,0
21384,1
101436,1
110054,1
11239,1
27385,0
13424,0
69325,0
54694,0
107750,1
52647,0
5801,1
10375,0
77915,1
103400,1
105808,0
21883,0
15549,1
33694,1
38415,1
101413,1
61686,0
92439,0
74563,1
36108,1
58760,0
97891,1
95335,0
6695,0
110585,1
80077,1
54161,0
78909,0
8508,1
105305,1
1364,0
68880,1
38557,1
15888,1
7618,0
8528,1
5716,1
32941,0
100975,0
110094,1
60486,0
111749,0
97299,1
40436,1
54096,0
48158,1
95659,0
44323,1
39799,1
46149,0
31600,1
6697,0
27141,0
6670,0
27157,1
13311,0
50585,0
71998,1
100408,1
27663,0
32293,1
38167,1
100178,1
21169,1
93582,0
111927,0
90354,1
34763,0
72202,1
13891,0
22448,0
3405,1
46342,0
5553,1
16207,0
110925,0
24481,0
93140,0
42587,0
38895,0
1379,0
35736,1
76947,0
56434,0
79400,1
66587,0
105856,0
30944,1
92387,0
37211,0
71745,1
23391,1
92933,0
52539,0
61881,0
42509,0
14246,1
65830,1
112778,1
49079,0
33374,1
99818,1
42150,1
48434,0
65209,1
21289,1
79113,0
46585,0
39948,1
65094,1
42074,0
5581,1
5908,1
46506,0
55496,1
4144,0
31588,0
36603,1
9913,1
104232,1
66120,0
4423,1
61986,0
97563,1
9974,1
100615,1
80312,1
70628,0
58502,1
20822,0
70595,0
5232,0
73652,0
50882,0
27322,0
59047,0
49857,1
69063,1
2052,1
6654,0
24645,0
54904,0
75068,1
69498,0
30691,1
17681,0
85991,0
43446,0
40330,1
44342,1
107587,0
49184,0
111686,1
110991,0
70077,1
36838,0
22149,0
85743,1
25230,1
105868,0
22625,0
34097,0
49988,0
58816,0
13744,0
43672,1
61506,0
105699,0
48622,0
108042,0
921,1
55871,1
33674,1
106104,1
21973,1
82504,0
96411,1
107712,1
73692,0
54779,0
32859,1
110512,1
2132,0
7013,0
20736,0
15799,1
68701,1
28472,1
28730,0
52201,1
33640,1
50031,1
22655,1
65825,1
62637,1
34458,1
32128,1
1426,0
4904,1
70783,0
111828,0
20341,0
36747,0
60324,0
44695,1
17751,0
17491,0
104222,0
73623,0
54427,0
82645,0
49149,0
28779,0
42919,0
47745,1
6092,0
90987,0
15243,1
92801,1
2627,1
110784,1
50048,1
105395,0
12783,0
36210,1
59183,0
54005,1
9807,1
85547,1
77703,1
36904,1
74796,1
110506,1
107237,1
65630,1
100016,1
627,0
39283,0
79323,1
14123,1
58230,1
42449,0
43282,1
107757,1
70012,1
82118,1
70025,1
75459,0
22022,0
73304,1
9239,1
7880,0
110201,1
76164,0
5782,1
17459,0
72854,1
21635,0
95715,0
47851,0
16034,0
104487,0
25544,0
7698,0
74775,1
26125,0
43440,0
78262,0
104285,0
63580,0
76757,0
105429,0
63484,0
76552,1
97746,1
73839,0
46092,0
10065,0
14678,1
96670,1
106725,1
26747,0
10436,0
61283,0
18268,0
6163,0
73305,1
78650,0
37278,0
8759,1
18367,0
7626,0
76453,0
22042,1
90883,0
89936,1
110513,1
105960,0
34895,1
80792,1
12127,1
93838,0
28833,0
111948,0
78153,1
100977,0
78555,0
93269,0
70929,0
16523,1
40430,1
99192,0
38509,1
15155,1
67242,0
5197,1
49100,1
83122,1
37797,1
65268,1
48437,0
77072,1
97733,1
101664,0
51991,0
95435,0
67586,0
11390,1
1419,0
55783,1
7114,0
112737,1
54658,0
59721,0
17649,0
31592,0
5193,1
21506,0
12828,0
40385,1
11315,1
6893,0
101291,1
43943,0
104364,0
4988,0
46267,0
40883,1
65063,1
18548,0
9959,1
50375,0
92710,1
23913,1
2572,1
5253,1
97589,1
66849,0
84899,0
386,1
107742,0
74305,1
99324,0
46984,0
109970,0
4639,0
4863,1
82151,0
14177,1
13057,0
110821,1
34575,1
36930,0
43835,0
56161,1
75872,1
65895,1
78946,0
87191,0
66453,0
10487,0
107001,1
39604,1
55169,1
35991,1
75935,0
24988,0
15284,1
2646,0
97854,1
69895,0
52740,0
98318,0
1859,0
79477,1
61841,0
35755,1
2028,0
17424,1
4397,1
109250,1
22093,0
44187,1
7284,0
68785,1
58806,1
25126,0
17675,1
101800,1
80974,1
30387,0
25600,0
80336,1
31821,0
36780,0
5185,1
85953,1
49063,1
79327,1
2676,0
110916,0
46108,0
41506,0
6162,0
39400,1
28093,0
65926,1
22000,1
77221,1
73810,1
20057,1
28262,1
105053,1
24059,0
101784,0
62622,1
6620,0
105109,1
42119,0
108215,0
49004,1
472,1
95277,0
64738,0
27462,0
14879,0
97541,1
93359,0
56657,1
73509,1
21222,1
5463,1
71532,1
9953,1
16827,0
45868,0
52784,0
104444,0
42644,0
79542,1
51507,1
44171,1
76560,1
11827,1
21837,0
44367,1
26989,0
7621,0
95250,1
76857,0
9141,1
49661,0
32388,1
112926,1
13876,0
63777,0
24790,0
14451,1
29863,0
45495,0
95120,1
41708,0
44767,1
4567,1
54133,0
42311,0
21226,1
81244,0
95599,0
18462,0
67127,0
58197,0
8542,1
24272,0
40327,1
44819,1
13952,0
49484,0
103573,0
70962,1
16255,0
74623,1
17080,1
50605,0
32698,1
14872,0
36092,0
14203,1
44891,0
2931,1
52076,0
49146,0
66684,0
111106,1
23216,1
72335,1
62263,1
47496,1
65816,1
62903,1
5290,1
35275,1
42931,0
80180,1
83203,1
5768,1
49195,0
107173,1
59520,0
10366,0
101194,0
77798,1
79570,1
84009,0
78605,0
17956,1
95742,0
15074,1
100804,0
46037,1
38819,0
96824,1
12691,0
41762,0
43100,1
37885,1
92928,0
4016,1
17756,0
77669,1
66755,0
43928,0
55835,1
33614,1
59203,0
45933,0
74501,1
44656,1
25800,1
16069,0
20859,1
10141,0
65093,1
91849,0
7402,0
18429,0
17581,1
107289,0
46377,0
26101,1
12812,1
28473,1
39851,1
104779,1
38929,0
78532,0
65117,1
45561,1
34875,1
69312,0
110230,0
52739,0
88126,0
10776,0
58269,1
79457,1
27205,1
26784,0
45810,1
7750,1
59910,0
75238,0
15250,1
104762,1
107414,1
10329,0
48969,0
11331,0
33494,1
15227,1
74725,1
13446,0
77958,1
11728,1
4803,1
65960,1
108627,0
35297,1
54126,0
10096,0
54640,0
38719,0
37519,1
36978,0
108604,0
21444,0
40748,1
31652,1
84160,1
83519,1
2973,1
68861,1
42241,0
33817,1
56952,1
61265,0
51001,1
43543,0
72438,0
104764,0
59586,0
23145,0
78809,0
70800,1
45122,0
7017,1
8300,1
14923,0
38928,0
76807,0
66701,0
2417,1
66809,0
84361,1
90792,0
68755,1
18556,0
48764,0
104950,1
100858,1
51503,1
77938,1
97052,1
15779,1
23853,1
4426,1
90273,1
52631,0
12416,0
98455,0
34565,1
3010,1
85417,1
49848,0
65560,1
45621,0
26513,0
27940,0
38774,0
26838,0
13976,0
24904,0
42889,0
75320,0
96801,0
56253,1
34062,1
9417,1
7499,0
15578,1
32463,1
7164,0
110567,0
8305,1
62962,1
13950,1
97731,1
25327,1
58752,1
81875,0
15827,1
24049,0
109324,1
108429,0
42751,0
17230,1
42308,0
43181,0
42101,0
34666,1
13543,0
56672,1
85728,1
21260,1
17335,1
54992,0
25941,0
82516,0
60711,0
9099,1
4394,1
26626,0
79289,1
26831,0
108824,0
112023,0
98431,0
35494,1
60356,1
20051,1
2018,0
38007,1
58583,0
105441,1
109575,1
103798,0
5044,1
105054,1
93213,0
24439,0
100436,1
4808,1
105124,1
54575,0
2897,1
25361,1
33393,1
26445,0
20942,0
61273,0
14446,0
33343,1
21143,0
74090,1
26910,0
75075,1
92941,0
43736,0
15121,1
22469,0
108253,0
75185,0
54050,1
54497,0
35560,1
17691,0
94579,1
101959,1
41370,0
12355,0
22007,1
11958,1
74942,1
84461,1
101556,1
52264,0
54657,0
23377,1
12188,0
79499,0
111646,0
1623,0
92550,1
55046,0
29978,1
84386,1
27472,0
1382,0
40509,1
42847,0
2607,1
76255,1
83298,1
48061,1
45209,0
18340,0
11684,1
90736,0
56705,1
41401,1
66444,0
13164,0
40439,1
